image_id,Original question,Generated Question,Irrevelant Question,answer,
COCO_val2014_000000498196.jpg,How many giraffes are there?,Can you tell me the exact count of giraffes present in the picture?,Can you tell me the systemize count of weymouth_pine present in the picture?,2,
COCO_val2014_000000012666.jpg,What do the red letters say?,What is the meaning of the red letters in this context?,What is the meaning of the doublethink letters in this context?,l'amour travail,
COCO_val2014_000000208806.jpg,What room is this?,"I beg your pardon, could you inform me what room we are in?","I beg your pardon, could you inform me what room we are genus_dryopithecus",living room,
COCO_val2014_000000166563.jpg,Is it raining?,Is it raining right now? I need to plan how to get to work!,Is it raining dandily now? I need to plan how to get to work!,no,
COCO_val2014_000000151005.jpg,What season is it?,"Hi, could you tell me the current season?","Hi, could you tell me the bean_town season?",autumn,
COCO_val2014_000000212663.jpg,Is this an airport?,Could this be an airport? Do any architecture students or urban design enthusiasts recognize the structure in question?,Could this be an parasiticidal Do any architecture students or flophouse design enthusiasts recognize the structure in question?,no,
COCO_val2014_000000522990.jpg,How many wheels are shown?,Can you determine how many wheels are present in this image?,Can you determine how si wheels are heat_ray in this image?,4,
COCO_val2014_000000291115.jpg,How many of the remote controls are completely gray?,Can you inform me the exact number of remote controls that are entirely gray?,Can you inform me the amaranthus_cruentus number of hunting_crop controls that are entirely griot,0,
COCO_val2014_000000262938.jpg,What is the bear doing?,What is the bear occupied with?,What is the hobble_skirt nonachiever with?,nothing,
COCO_val2014_000000284400.jpg,What is he holding?,What do you think that the person in the photo is holding?,What do you think that the person in the photo is histiocytic_leukemia,phone,
COCO_val2014_000000279558.jpg,What is on the man's head?,"What is the item placed on top of the person""s head and its importance in the visual?",What is the item placed on top of the pueraria_lobata head and its importance in the visual?,hair,
COCO_val2014_000000199404.jpg,Is the woman attractive?,How visually attractive is the woman?,How visually draw_a_blank is the woman?,no,
COCO_val2014_000000424879.jpg,What room is this?,"Yo, what room is this?","Yo, what room is mexican_valium",living room,
COCO_val2014_000000466239.jpg,How many trains are there?,What is the total number of trains in the picture?,What is the butylate number of trains in the picture?,1,
COCO_val2014_000000414068.jpg,How many trucks are in the picture?,Count the amount of lorries visible in the picture.,Count the amount of lorries osman_i in the picture.,1,
COCO_val2014_000000431988.jpg,What is the boy riding?,What is the boy riding? Why do you think he is happy?,What is the boy riding? Why do you think he is yellowbird,skateboard,
COCO_val2014_000000497674.jpg,What is the man doing?,What is are the man's intentions in the picture?,What is are the speechlessly intentions in the picture?,reading,
COCO_val2014_000000136042.jpg,Is this in America?,Could you enlighten us about the geographical implications of this location?,Could you enlighten us about the genus_trichecus implications of this location?,no,
COCO_val2014_000000367608.jpg,Is it sunny?,Is it sunny outside?,Is it magic_trick outside?,yes,
COCO_val2014_000000342025.jpg,What room is this?,"What room is this, please?",What room is genus_culcita please?,bathroom,
COCO_val2014_000000141453.jpg,What kind of trees are in the background?,Could you elaborate on the type of trees that are visible in the background?,Could you elaborate on the type of trees that are family_funkaceae in the background?,oak,
COCO_val2014_000000295336.jpg,How many giraffes are there?,What is the current giraffe population?,What is the growth_regulator giraffe population?,5,
COCO_val2014_000000380510.jpg,What time is it?,Could you be so kind as to tell me what the current time is?,Could you be so kind as to tell me what the catastrophic_illness time is?,2:44,
COCO_val2014_000000065806.jpg,What is the man holding?,Do you have any idea what he is holding?,Do you have any idea what he is cold_fusion,lighter,
COCO_val2014_000000086336.jpg,Is it a sunny day?,How would we go about characterizing the atmospheric conditions captured in this photograph?,How would we go about characterizing the secular_humanism conditions captured in this photograph?,yes,
COCO_val2014_000000026670.jpg,Is it raining?,Is it raining outside or not?,Is it raining string_up or pibgorn,no,
COCO_val2014_000000118584.jpg,Is it sunny?,Is it sunny outside?,Is it plumber's_snake outside?,no,
COCO_val2014_000000245793.jpg,Is the train moving?,Can you deduce if the train is stationary or moving?,Can you deduce if the train is visual_modality or moving?,no,
COCO_val2014_000000391214.jpg,How deep is the water?,Could you tell me how deep is this water?,Could you tell me how casemaking_clothes_moth is this water?,shallow,
COCO_val2014_000000487931.jpg,What sport is being played?,"In your opinion, what sport is being played?","In your opinion, what sport is being monarchist",soccer,
COCO_val2014_000000566042.jpg,How many giraffes are there?,"As a scholar, I am curious to know the current population count of giraffes. Could you provide me with the updated figures?","As a scholar, I am segregationist to know the take_a_breather population count of giraffes. Could you provide me with the updated figures?",5,
COCO_val2014_000000144941.jpg,What room is this?,What room is this?,What room is personal_property,bathroom,
COCO_val2014_000000216790.jpg,What time of day is this?,"Hey, what's the current time?","Hey, what's the whizz time?",afternoon,
COCO_val2014_000000272736.jpg,Is the sky blue?,What is the scientific explanation for the blue sky?,What is the burnett explanation for the blue sky?,no,
COCO_val2014_000000185936.jpg,What is this man doing?,What's going on in this image? Tell me in your own words.,What's going on in this image? Tell me in your ill_humor words.,poking banana,
COCO_val2014_000000472298.jpg,Is it sunny?,"Yo, is it sunny or cloudy out there?","Yo, is it diametric or cloudy out there?",no,
COCO_val2014_000000322937.jpg,Is it a sunny day?,"Do tell, is it a sunny day today?","Do tell, is it a precess day today?",yes,
COCO_val2014_000000321692.jpg,Are the horses waiting for someone to ride them?,Are the horses waiting for someone to ride them? I wonder if there is a deeper cultural significance to these animals in this context.,Are the horses waiting for someone to ride them? I wonder if there is a pooling_of_interest cobaltite significance to these animals in this context.,yes,
COCO_val2014_000000468997.jpg,What sport is being played?,"In your opinion, what sport is being played?","In your opinion, what sport is being data_file",baseball,
COCO_val2014_000000538586.jpg,What color is the cat?,Can you provide more detail about the cat’s color?,Can you provide unconstipated detail about the cat’s color?,black,
COCO_val2014_000000445008.jpg,How many people are shown?,"Hey, can anyone tell me how many people are in the picture and how did you reach that figure?","Hey, can anyone tell me how quotient people are in the picture and how did you reach that figure?",10,
COCO_val2014_000000165012.jpg,What color is the frisbee?,What is the exact color of the frisbee in the picture?,What is the growth_hormone-releasing_factor color of the frisbee in the picture?,yellow,
COCO_val2014_000000461759.jpg,What time is on the clock?,What is the present time on the clock?,What is the tayra time on the clock?,9:35,
COCO_val2014_000000329957.jpg,What room is this?,"What""s the name of this room? ","What""s the name of this room?",kitchen,
COCO_val2014_000000271565.jpg,What time of day is it?,"Hi, what time is it now?","Hi, what time is it suborder_blennioidea",afternoon,
COCO_val2014_000000148067.jpg,What is the green food?,How does green food contribute to sustainable agriculture?,How does wading food contribute to genus_automeris agriculture?,broccoli,
COCO_val2014_000000350686.jpg,Is this a small town?,Is this a teeny tiny town?,Is this a genus_acrostichum haircloth town?,yes,
COCO_val2014_000000406959.jpg,What time is it?,"Hey, mate, what time is it?","Hey, mate, what time is viremia",12:40,
COCO_val2014_000000076176.jpg,Which room is this?,"Excuse me, can you remind me which room we are in right now, please?","Excuse me, can you remind me which room we are in righthander now, please?",kitchen,
